HHKEY,ZIP_CODE,REC,FRE,MON,CC_CARD,AVRG,PC_CALC20,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,PCOLLSPND,AMSPEND,PSSPEND,CCSPEND,AXSPEND,TMONSPEND,OMONSPEND,SMONSPEND,PREVPD,GMP,PROMOS,DAYS,FREDAYS,MARKDOWN,CLASSES,COUPONS,STYLES,STORES,STORELOY,VALPHON,WEB,MAILED,RESPONDED,RESPONSERATE,HI,LTFREDAY,CLUSTYPE,PERCRET,RESP
9.95563E+12,60173,32,2,110.07,0,55.03,11,0.27,0,0.3,0.09,0,0,0.32,0,0,0,0,0,0,0,0,0,0,63.99,46.08,46.08,0,46.08,0,0.5,5,283,141.5,0.16,4,0,5,2,5045,N,0,0,0,0,28.53,94.33,12,0,0
9.95563E+12,60156,168,3,426.73,0,142.24,11,0.2,0,0.09,0,0.44,0.26,0,0,0,0,0,0,0,0,0,0,0,426.73,0,0,0,350.98,0,0.64,20,401,133.66,0.06,5,0,8,1,4586,Y,0,8,1,12.5,31.41,80.2,16,0,0
9.95563E+12,60181,185,3,472.15,1,157.38,16,0.26,0,0.01,0.05,0.09,0.17,0.22,0,0.1,0,0,0.03,0,0.02,0,0,382.66,89.49,0,0,0,0,0,0.43,14,296,98.66,0.27,11,0,21,4,2598,Y,0,3,0,0,17.82,49.33,10,0,0
9.95563E+12,60153,260,1,69.98,0,69.98,11,0.19,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,69.98,0,0,0,0,0,0.31,4,502,502,0.3,2,0,2,1,243,Y,0,4,0,0,68.01,251,24,0,0
9.95563E+12,60154,73,3,371.56,1,123.85,11,0,0.05,0,0,0.26,0.14,0,0.13,0,0.31,0,0,0.09,0,0.54,0,0,371.56,0,39.98,0,39.98,148,0.6,18,313,104.33,0.12,6,0,10,2,243,Y,0,5,1,20,51.18,31.3,10,0,1
9.95563E+12,60563,92,4,343.89,0,85.97,18,0.04,0,0.14,0.2,0.06,0,0.29,0.08,0,0,0,0,0.12,0.04,0,272.94,0,70.95,0,0,0,257.99,0,0.42,16,650,162.5,0.26,8,0,17,3,3978,Y,0,8,0,0,18.17,40.62,1,0,0
9.95563E+12,60155,83,11,311.12,1,28.28,11,0.00714,0.26,0.27,0.2,0,0,0,0,0,0,0,0,0.13,0,0,0,0,311.12,0,22.38,0,104.17,48.99,0.47,22,576,52.36,0.26,7,1,15,4,73,Y,0,10,4,40,20.68,18,24,0.12,1
9.95563E+12,60174,30,1,163.99,0,163.99,11,0,0,0,0,0.6,0,0,0,0.3,0,0,0,0,0.09,0.9,0,0,163.99,0,163.99,163.99,163.99,0,0.64,3,457,457,0.16,3,0,4,1,779,Y,0,0,0,0,129.11,228.5,25,0,0
9.95563E+12,60155,89,4,108.96,0,27.24,11,0.11,0,0,0.31,0,0,0,0.45,0,0,0,0,0,0,0,0,0,108.96,0,27.99,0,55.98,0,0.16,5,269,67.25,0.3,3,0,6,1,4629,Y,0,0,0,0,32.08,67.25,10,0.12,0
9.95563E+12,60174,14,6,337.47,1,56.24,11,0.28,0,0.22,0.14,0,0.2,0.14,0,0,0,0,0,0,0,0,0,14.5,322.97,0,199,199,199,74.97,0.6,21,701,116.83,0.09,5,1,9,2,4581,Y,0,8,1,12.5,21.38,30.47,15,0,1
9.95563E+12,60153,25,4,338.31,0,84.57,16,0.33,0,0,0.07,0.13,0.14,0.2,0,0,0,0,0,0.1,0,0,0,159.96,94.99,83.36,83.36,83.36,83.36,84.97,0.4,15,560,140,0.27,7,0,12,5,2961,Y,0,6,2,33.33,21.29,43.07,24,0,0
9.95563E+12,60155,17,2,221.4,0,110.7,11,0.07,0.21,0,0.07,0,0.09,0.09,0,0.44,0,0,0,0,0,0,0,4.99,216.41,0,221.4,33.49,221.4,0,0.38,1,76,38,0.33,6,0,12,2,4734,Y,0,0,0,0,27.25,25.33,10,0,0
9.95563E+12,60160,78,1,210.13,1,210.13,11,0.16,0,0.05,0,0,0,0,0.77,0,0,0,0,0,0,0.2,0,0,210.13,0,210.13,0,210.13,0,0.67,1,78,78,0.15,3,1,6,1,778,Y,0,0,0,0,67.83,39,18,0,0
9.95563E+12,60104,114,5,736.98,1,147.39,11,0.06,0,0,0.14,0.25,0.11,0,0.19,0,0.12,0,0.01,0,0.01,0,0,0,736.98,0,0,0,196.99,0,0.64,24,679,135.8,0.12,11,1,17,2,4644,Y,0,10,0,0,15.75,30.86,24,0.08,0
9.95563E+12,60153,65,24,1290.38,1,53.76,11,0.27,0.005897,0.05,0.06,0.02,0.009209,0.03,0.05,0.12,0.06,0,0,0.02,0,0,0,47.5,1242.88,0,103.87,0,717.3,216.7,0.27,26,638,26.58,0.32,16,7,66,2,4586,Y,0,8,5,62.5,10.4,12.76,24,0.37,0
9.95563E+12,60164,346,1,94,0,94,11,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0.15,0,0,0,94,0,0,0,0,0,0.66,9,507,507,0.03,2,0,3,1,499,Y,0,3,0,0,73.17,126.75,11,0,0
9.95563E+12,60104,163,6,485.97,0,80.99,11,0.13,0.05,0.31,0.04,0,0,0,0,0,0.21,0,0,0,0.04,0,0,114,371.97,0,0,0,98.98,129.99,0.58,18,647,107.83,0.18,9,0,17,4,4629,Y,0,7,2,28.57,17.35,46.21,11,0.21,0
9.95563E+12,60101,159,2,194.96,0,97.48,11,0.51,0,0,0,0,0,0.45,0,0,0,0,0,0,0.03,0,0,0,194.96,0,0,0,131.97,0,0.54,8,243,121.5,0.23,4,0,7,2,4581,Y,0,1,0,0,47.28,121.5,10,0,0
9.95563E+12,60202,8,1,20,0,20,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,20,0,0.66,10,637,637,0,1,0,1,1,3822,Y,0,3,0,0,100,106.16,10,0,1
9.95563E+12,60202,16,10,143.39,0,14.33,11,0.09,0,0,0.05,0.08,0.06,0,0,0,0,0,0,0.05,0,0,0,0,143.39,0,143.39,60,143.39,0,0.34,4,188,18.8,0.36,10,0,18,2,778,Y,0,0,0,0,2.77,6.96,8,1.76,0
9.95563E+12,60201,177,3,137.98,0,45.99,11,0.21,0.07,0,0.28,0,0.42,0,0,0,0,0,0,0,0,0.42,0,68.99,68.99,0,0,0,68.99,9.99,0.62,15,639,213,0.03,4,0,4,2,778,N,0,8,1,12.5,49.8,79.87,47,0,0
9.95563E+12,60201,194,1,216,0,216,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0.7,9,194,194,0,1,0,1,1,216,Y,0,2,0,0,100,194,4,0,0
9.95563E+12,60202,272,1,78.49,0,78.49,11,0.61,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,78.49,0,0,0,0,0,0.43,5,272,272,0.38,2,0,4,1,2653,Y,0,1,0,0,52.78,136,8,0,0
9.95563E+12,60202,127,7,816.61,1,116.65,18,0.22,0.03,0.26,0,0,0,0.08,0,0.07,0,0,0.11,0.18,0,0,774.61,0,42,0,0,0,168.14,0,0.57,18,678,96.85,0.24,11,1,34,2,3899,Y,0,8,3,37.5,18.19,42.37,13,0.01,0
9.95563E+12,60202,7,8,279.01,1,34.87,11,0.12,0,0,0,0.05,0.13,0,0,0,0.23,0,0,0,0,0,0,15,264.01,0,131.52,68,251.51,0,0.26,16,643,80.37,0.32,5,0,14,2,559,Y,0,7,1,14.29,9.36,20.09,10,0.8,0
9.95563E+12,60614,90,6,358.5,0,59.75,16,0.62,0.07,0,0.14,0,0,0,0.04,0,0,0,0,0,0,0,0,205,153.5,0,78,0,107,0,0.56,16,491,81.83,0.24,5,0,17,2,2961,N,0,5,2,40,41.56,61.37,8,0.13,0
9.95563E+12,60204,121,2,237.97,0,118.98,11,0,0,0,0.2,0.33,0,0,0.12,0,0,0,0,0.2,0.12,0,0,109.98,127.99,0,0,0,192.98,0,0.57,4,203,101.5,0.09,5,0,7,2,4644,Y,0,0,0,0,22.95,50.75,50,0,0
9.95563E+12,60202,350,1,69.99,0,69.99,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.99,0,0,0,0,0,0.59,2,350,350,0,1,0,1,1,684,N,0,0,0,0,100,350,8,0,0
9.95563E+12,60201,266,2,220.96,0,110.48,11,0,0,0,0.09,0.27,0,0,0,0,0.63,0,0,0,0,0,0,0,220.96,0,0,0,0,0,0.41,16,581,290.5,0.32,3,0,4,2,4602,N,0,4,0,0,48.4,193.66,47,0,0
9.95563E+12,60302,334,1,123.16,1,123.16,11,0,0,0,0,0,0,0,0.37,0,0.62,0,0,0,0,0,0,0,123.16,0,0,0,0,0,0.53,23,677,677,0,3,0,3,1,4586,Y,0,6,0,0,58.4,84.62,8,0.29,0
9.95563E+12,60305,271,1,239.5,0,239.5,11,0,0,0.33,0,0,0,0,0,0,0,0.58,0,0.08,0,0,0,80,159.5,0,0,0,0,0,0.6,6,642,642,0.36,3,0,4,2,2729,Y,0,2,0,0,45.78,128.4,4,0,0
9.95563E+12,60304,261,2,125.99,0,62.99,11,0.67,0,0,0,0,0,0,0,0,0,0,0.1,0.22,0,0,0,0,113,12.99,0,0,0,0,0.58,12,355,177.5,0.28,4,0,6,2,216,Y,0,3,0,0,51.51,177.5,3,0,0
9.95563E+12,60304,18,5,373.89,0,74.77,16,0.28,0.06,0.03,0,0.1,0,0,0.05,0.14,0.26,0,0.03,0,0,0,0,287.91,85.98,0,129.97,60,150.95,156.98,0.43,20,490,98,0.29,9,0,15,4,2811,Y,0,9,3,33.33,19.54,40.83,3,0,0
9.95563E+12,60302,49,2,96.98,0,48.49,11,0.5,0,0,0,0.37,0,0,0.12,0,0,0,0,0,0,0,0,0,96.98,0,96.98,0,96.98,0,0.27,13,631,315.5,0.34,3,0,4,1,559,N,0,8,0,0,40.82,78.87,12,0,0
9.95563E+12,60305,103,2,278.96,0,139.48,16,0,0,0,0.36,0,0,0,0.1,0.53,0,0,0,0,0,0,0,175.98,77.99,24.99,0,0,278.96,0,0.63,5,142,71,0.12,3,0,6,3,1641,Y,0,0,0,0,42.77,23.66,3,0,0
9.95563E+12,60302,127,3,369.46,0,123.15,11,0.3,0,0,0.08,0,0,0.44,0,0,0,0,0,0.17,0,0,0,0,369.46,0,0,0,114.37,0,0.45,19,634,211.33,0.29,6,0,14,1,3008,Y,0,8,1,12.5,32.44,52.83,1,0,0
9.95563E+12,60302,116,1,139.97,0,139.97,11,0,0,0,0,0,0,0.28,0,0,0.71,0,0,0,0,0,0,0,139.97,0,0,0,139.97,0,0.83,4,116,116,0.28,2,0,3,1,778,Y,0,0,0,0,59.19,16.57,8,0,0
9.95563E+12,60302,116,1,147.99,0,147.99,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,147.99,0,0,0,147.99,0,0.63,5,116,116,0,1,0,2,1,243,Y,0,0,0,0,100,116,10,0,0
9.95563E+12,60304,269,2,90,0,45,11,0.64,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,32,0,0,0,0,0,0.67,2,496,248,0,2,0,2,2,264,N,0,0,0,0,54.17,70.85,45,0,0
9.95563E+12,60301,6,5,440.43,0,88.08,11,0.1,0,0,0,0.04,0,0.03,0,0.2,0.13,0,0,0,0.006429,0,69.98,0,370.45,0,48,48,200.45,0,0.57,16,544,108.8,0.22,9,1,19,3,243,Y,0,6,1,16.67,7.57,41.84,13,0.91,0
9.95563E+12,60302,312,2,177.75,0,88.87,11,0.58,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.75,0,0,0,0,36.75,0.58,21,347,173.5,0.21,3,0,8,2,243,N,0,8,1,12.5,34.9,69.4,1,0.55,0
9.95563E+12,60304,21,3,208.96,0,69.65,11,0.23,0,0,0,0,0.62,0,0,0,0,0,0,0.14,0,0,0,0,208.96,0,79.98,50,79.98,0,0.33,18,444,148,0.29,3,0,8,2,338,Y,0,8,0,0,46.24,74,11,0,0
9.95563E+12,60304,210,7,68.46,0,9.78,11,0,0.04,0,0.23,0,0,0,0,0,0,0,0,0.16,0.02,0,0,17,51.46,0,0,0,0,0,0.33,6,295,42.14,0.36,9,0,10,5,778,N,0,1,0,0,8.48,36.87,3,1.16,0
9.95563E+12,60302,22,8,587.65,1,73.45,11,0.24,0,0,0.07,0.25,0,0.09,0.09,0,0,0,0,0.19,0.03,0,0,0,587.65,0,174.43,42.5,258.4,224.25,0.41,22,681,85.12,0.28,8,0,22,1,4586,Y,0,10,5,50,18.8,23.48,37,0,0
9.95563E+12,60305,302,1,68.99,0,68.99,11,0,0,0,0.56,0,0,0.43,0,0,0,0,0,0,0,0,0,0,68.99,0,0,0,0,0,0.67,2,302,302,0.12,2,0,2,1,243,N,0,0,0,0,50.85,302,1,0,0
9.95563E+12,60417,26,12,1002.99,1,83.58,11,0.13,0.02,0.04,0.01,0.05,0.05,0.07,0.11,0.12,0.15,0,0.02,0.07,0.05,0,0,0,843.27,159.72,437.88,37.5,502.86,0,0.29,26,626,52.16,0.36,22,1,52,4,4114,Y,0,8,2,25,9.55,25.04,4,0.05,0
9.95563E+12,60443,35,1,110.58,0,110.58,11,0,0,0,0.51,0,0,0,0.03,0.4,0,0,0,0.04,0,0,0,0,110.58,0,110.58,0,110.58,0,0.31,13,35,35,0.3,5,1,5,1,125,Y,0,2,1,50,43.49,5.83,10,0,0
9.95563E+12,60477,42,18,1633.89,1,90.77,11,0.4,0.04,0,0.03,0.19,0.12,0.009181,0,0.06,0,0,0,0.1,0.01,0.08,0,0,1633.89,0,83.77,0,589.22,190.99,0.46,24,581,32.27,0.3,13,4,54,3,125,Y,0,7,6,85.71,24.22,15.28,11,0,0
9.95563E+12,60429,27,7,328.67,0,46.95,11,0.35,0.08,0.01,0.04,0.13,0.1,0.06,0.07,0.04,0,0,0.02,0.06,0,0,0,0,328.67,0,119.96,62.99,119.96,13.75,0.06,21,674,96.28,0.31,11,0,21,1,125,Y,0,10,4,40,17.93,30.63,24,0,1
9.95563E+12,60467,33,1,88,0,88,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,0,88,0,88,0,0.72,0,33,33,0,1,0,1,1,242,Y,0,0,0,0,100,33,1,0,0
9.95563E+12,60467,320,2,117,0,58.5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,68,0.58,6,337,168.5,0.13,1,0,3,1,242,Y,0,1,0,0,100,168.5,4,0,0
9.95563E+12,60411,117,5,261.49,1,52.29,11,0.07,0.03,0,0.14,0,0.22,0,0.16,0.29,0,0,0,0,0.04,0,0,0,261.49,0,0,0,170.5,59,0.7,23,605,121,0.04,7,0,9,3,161,Y,0,9,3,33.33,19.97,55,24,0,0
9.95563E+12,60422,208,1,103,0,103,11,0,0,0.18,0.14,0,0.57,0,0,0,0,0,0.09,0,0,0.57,0,0,103,0,0,0,0,0,0.51,8,208,208,0.12,4,0,4,1,125,Y,0,2,0,0,72.08,208,1,0,0
9.95563E+12,60422,102,2,693.04,1,346.52,11,0.07,0,0.11,0.08,0.15,0.08,0,0.07,0.05,0.33,0,0,0.02,0,0,0,0,693.04,0,0,0,296.07,396.97,0.65,20,684,342,0.03,10,0,14,1,125,Y,0,8,1,12.5,17.63,228,1,0,0
9.95563E+12,60441,16,18,982.66,1,54.59,11,0.41,0.009133,0,0.02,0.08,0.07,0.09,0.07,0.04,0,0,0,0.04,0,0,0,33.5,949.16,0,100,100,324.94,4.25,0.46,26,695,38.61,0.29,14,3,43,5,778,Y,0,10,9,90,20.04,14.18,4,0.16,1
9.95563E+12,60419,342,1,137,0,137,16,0.28,0,0,0.28,0,0,0,0.43,0,0,0,0,0,0,0,0,98,39,0,0,0,0,0,0.7,7,342,342,0,3,0,3,2,2536,N,0,3,0,0,34.75,171,18,0,0
9.95563E+12,60467,124,2,102,0,51,16,0,0,0,0.24,0,0,0,0,0.57,0,0,0.17,0,0,0,0,59,43,0,0,0,43,0,0.71,2,600,300,0.08,3,0,3,2,2594,Y,0,2,0,0,42.57,200,1,0,0
9.95563E+12,46321,146,3,499.44,1,166.48,11,0.17,0,0.19,0.24,0.07,0,0,0.04,0,0,0.27,0,0,0,0,0,89.97,409.47,0,0,0,89.97,0,0.52,19,643,214.33,0.28,7,0,14,3,4644,Y,0,8,1,12.5,21.05,45.92,10,0,0
9.95563E+12,60462,44,3,203.73,0,67.91,11,0.46,0,0,0.07,0,0,0.46,0,0,0,0,0,0,0,0,0,0,203.73,0,155.75,0,155.75,0,0.43,5,281,93.66,0.28,5,0,10,1,242,Y,0,0,0,0,43.45,14.05,1,0,1
9.95563E+12,60477,12,9,591.7,1,65.74,11,0.48,0.02,0.13,0.15,0,0,0.14,0,0,0,0,0,0,0,0,0,0,591.7,0,81,81,136.5,168,0.51,27,676,75.11,0.32,7,3,25,2,242,Y,0,9,4,44.44,29.9,25.03,10,0.06,0
9.95563E+12,60451,137,2,224.99,0,112.49,11,0.56,0.25,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,34,190.99,0,0,0,121.99,0,0.6,12,454,227,0.19,4,0,8,2,242,Y,0,3,0,0,41.66,37.83,9,0,0
9.95563E+12,60476,125,4,465,0,116.25,11,0.16,0.09,0.13,0.07,0.09,0,0.14,0.3,0,0,0,0,0,0,0,0,0,465,0,0,0,235,0,0.59,20,581,145.25,0.2,9,0,17,2,3,Y,0,8,1,12.5,17.81,72.62,11,0,1
9.95563E+12,60466,24,5,277.23,1,55.44,11,0.48,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,277.23,0,59,59,199.98,77.25,0.55,23,645,129,0.25,3,2,14,3,73,Y,0,10,3,30,24.85,26.87,10,0.63,1
9.95563E+12,60443,49,17,636.13,1,37.41,11,0.18,0.03,0.2,0.04,0.06,0.15,0.13,0,0.12,0,0.007621,0.002286,0,0.01,0,0,0,636.13,0,153.72,0,280.17,59.98,0,21,611,35.94,0.43,18,1,54,1,125,Y,0,9,5,55.56,14.09,17.45,39,0.03,0
9.95563E+12,60462,174,2,164.17,0,82.08,11,0,0,0.29,0,0,0,0,0,0.59,0,0,0.11,0,0,0,0,0,164.17,0,0,0,98,0,0.64,3,286,143,0.04,5,0,5,1,243,Y,0,1,0,0,45.4,95.33,1,0,0
9.95563E+12,60477,354,1,234,0,234,11,0.16,0,0,0,0.54,0.29,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0.69,17,374,374,0,3,0,3,1,125,Y,0,5,0,0,41,187,5,0,0
9.95563E+12,20613,82,12,1503.46,1,125.28,11,0.15,0,0,0.08,0.26,0.22,0.001895,0.03,0.11,0,0,0.02,0.04,0.009509,0,0,0,1468.47,34.99,69.98,0,965.3,245.97,0.49,29,687,57.25,0.15,18,3,48,3,125,Y,0,10,7,70,16.82,17.17,16,0.04,0
9.95563E+12,60466,103,4,208.48,0,52.12,11,0,0,0,0.91,0,0,0,0,0,0,0,0,0.08,0,0,0,0,208.48,0,0,0,17.48,0,0.7,17,348,87,0.03,2,0,5,1,125,Y,0,6,0,0,84.63,69.6,25,0,0
9.95563E+12,60422,97,5,310.48,1,62.09,16,0.44,0,0,0,0,0.14,0.28,0.11,0,0,0,0,0,0.01,0.14,0,265.61,44.87,0,0,0,26,0,0.53,20,567,113.4,0.24,6,0,11,2,2548,Y,0,10,2,20,33.27,23.62,4,0,0
9.95563E+12,60477,85,2,295.96,0,147.98,16,0.19,0,0,0.18,0,0,0.13,0.11,0.29,0,0,0.07,0,0,0,0,215.96,80,0,96.98,0,96.98,198.98,0.63,16,484,242,0.06,8,0,10,2,2594,Y,0,6,1,16.67,19.61,80.66,10,0,0
9.95563E+12,60441,79,2,906.45,0,453.22,16,0.03,0.02,0,0.18,0.4,0.13,0,0.11,0,0,0,0,0.1,0,0.17,0,788.47,117.98,0,440.45,0,440.45,0,0.66,1,188,94,0.06,8,0,18,3,2739,Y,0,0,0,0,27.5,62.66,20,0,0
9.95563E+12,60423,47,3,68.98,0,22.99,11,0,0,0.2,0,0,0,0.28,0,0,0,0.43,0,0.07,0,0,0,0,68.98,0,48.98,0,68.98,0,0,19,645,215,0.42,4,0,4,1,125,Y,0,9,1,11.11,31.94,64.5,4,0,0
9.95563E+12,60440,20,11,1334.96,1,121.36,11,0.32,0.01,0.04,0.06,0.11,0.13,0.03,0.1,0.04,0,0,0,0.01,0.01,0.03,0,0,1334.96,0,344.26,102,654.85,0,0.47,23,591,53.72,0.31,17,6,51,4,779,Y,0,10,5,50,16.05,19.7,5,0.09,0
9.95563E+12,60423,103,8,433.94,1,54.24,11,0.13,0.000015,0.1,0.08,0.007317,0.01,0.04,0.1,0.12,0,0,0,0,0,0,0,0,433.94,0,0,0,262.97,0,0.38,16,655,81.87,0.18,13,0,24,3,242,Y,0,5,1,20,6.83,26.2,1,0.57,0
9.95563E+12,60462,61,9,438.02,0,48.66,11,0.1,0.01,0,0.06,0.13,0.09,0.03,0.08,0,0.2,0,0,0,0,0,0,258.91,179.11,0,173.1,0,173.1,0,0.36,8,536,59.55,0.3,12,1,20,7,338,Y,0,2,1,50,9.26,26.8,4,0.35,1
9.95563E+12,60429,170,2,148.46,0,74.23,11,0,0,0.3,0,0,0.26,0,0,0,0,0.42,0,0,0,0,0,0,148.46,0,0,0,39.99,0,0.37,23,677,338.5,0.23,3,0,4,2,3,Y,0,9,1,11.11,34.64,61.54,10,0,0
9.95563E+12,60440,347,1,252.1,1,252.1,11,0.65,0,0,0,0,0,0,0,0,0,0,0.11,0.23,0,0,0,0,252.1,0,0,0,0,0,0.66,19,660,660,0.04,4,0,9,1,779,Y,0,7,1,14.29,49.26,132,1,0,0
9.95563E+12,60439,125,3,102.5,0,34.16,11,0.33,0,0.42,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,102.5,0,0,0,78,0,0.58,4,357,119,0.19,3,0,3,1,242,Y,0,0,0,0,35.14,119,4,0,0
9.95563E+12,60441,11,4,152.45,1,38.11,11,0.14,0,0,0.06,0,0,0.05,0.03,0.13,0,0.31,0,0,0,0,0,89.46,62.99,0,62,62,62,0,0.09,11,654,163.5,0.45,7,1,11,4,242,Y,0,4,1,25,14.52,29.72,5,0.32,0
9.95563E+12,60422,267,5,173.96,0,34.79,11,0.22,0,0,0.17,0,0.59,0,0,0,0,0,0,0,0,0,0,19.99,153.97,0,0,0,0,0,0.55,8,358,71.6,0.11,3,0,5,3,778,Y,0,2,0,0,43.98,59.66,1,0,0
9.95563E+12,60467,6,19,1506.65,1,79.29,16,0.27,0.1,0.03,0.04,0.03,0.01,0.04,0.01,0.09,0,0.04,0.003549,0.04,0.01,0,0,826.97,474.03,205.65,155.49,148.5,478.91,110.25,0.52,22,676,35.57,0.26,20,6,70,6,2594,Y,0,11,6,54.55,10.76,9.13,1,0.3,0
9.95563E+12,60439,22,5,423.38,1,84.67,11,0.17,0.06,0,0.05,0.13,0.03,0.09,0,0.04,0,0.19,0,0,0,0,0,178.97,244.41,0,69.46,69.46,189.43,0,0.16,19,685,137,0.42,11,0,22,4,1667,Y,0,8,2,25,10.72,22.09,11,0.23,0
9.95563E+12,60430,8,7,449.27,1,64.18,16,0.25,0,0,0.34,0,0,0.01,0.12,0,0,0,0.05,0.04,0,0,0,267.91,181.36,0,277.32,147.99,357.29,0,0.4,21,694,99.14,0.28,11,0,26,5,2961,Y,0,10,4,40,20.4,28.91,1,0.2,0
9.95563E+12,60477,46,12,774.9,0,64.57,16,0.63,0.01,0,0.1,0,0,0.08,0.03,0,0.09,0,0.01,0,0,0,0,543.14,231.76,0,14.99,0,323.97,29.99,0.52,19,554,46.16,0.25,8,3,30,7,243,N,0,9,3,33.33,43.01,17.87,5,0,0
9.95563E+12,60466,153,1,73.5,0,73.5,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73.5,0,0,0,73.5,0,0.59,3,153,153,0.25,1,0,1,1,4644,Y,0,0,0,0,100,153,25,0,0
9.95563E+12,60441,121,1,108,0,108,11,0.36,0,0,0.18,0,0.44,0,0,0,0,0,0,0,0,0.44,0,0,108,0,0,0,108,0,0.64,7,121,121,0.11,4,0,6,1,216,Y,0,0,0,0,59.99,121,5,0.23,0
9.95563E+12,60431,217,4,266.75,1,66.68,11,0.44,0,0,0,0.2,0,0.14,0.16,0,0,0,0.03,0,0.01,0,0,0,266.75,0,0,0,0,0,0.53,21,483,120.75,0.18,6,0,10,1,4586,Y,0,8,0,0,28.66,53.66,11,0,1
9.95563E+12,60462,47,4,164.97,1,41.24,11,0.29,0.06,0,0,0.6,0,0,0,0,0,0,0,0.04,0,0.6,17.99,0,146.98,0,17.99,0,47.98,0,0.58,20,516,129,0.12,4,0,5,3,242,Y,0,8,0,0,81.09,64.5,10,0,0
9.95563E+12,60451,5,9,1271.82,1,141.31,11,0.17,0.006091,0.05,0.05,0.19,0.1,0.06,0.03,0.02,0,0,0.004268,0.03,0.01,0.05,0,0,1022.17,249.65,680.48,680.48,880.55,0,0.62,27,692,76.88,0.07,21,1,42,4,242,Y,0,9,3,33.33,9.83,31.45,10,0.28,1
9.95563E+12,60443,205,6,182.3,1,30.38,11,0,0.09,0,0,0.24,0,0,0.16,0,0,0,0,0,0,0.4,0,0,182.3,0,0,0,0,0,0.69,19,356,59.33,0.03,5,0,6,1,125,Y,0,6,0,0,25.45,29.66,5,1.02,0
9.95563E+12,60480,42,8,269.12,1,33.64,11,0.36,0,0.09,0,0,0,0.1,0.05,0,0.26,0,0,0,0,0,0,27.99,241.13,0,52.18,0,111.17,0,0.37,13,523,65.37,0.25,7,0,12,4,3,Y,1,6,1,16.67,23.07,18.67,10,0.11,0
9.95563E+12,60468,265,3,218.24,0,72.74,11,0.13,0,0,0.17,0,0,0,0.54,0,0,0,0,0.09,0.05,0.54,0,0,218.24,0,0,0,0,0,0.67,17,519,173,0.05,5,0,7,2,242,Y,0,5,0,0,64.6,129.75,18,0,0
9.95563E+12,60429,19,5,202.45,0,40.49,11,0.13,0.000049,0,0.02,0.32,0,0.12,0.04,0,0,0.11,0,0.08,0.13,0,0,0,202.45,0,75,75,80.99,0,0.23,11,597,119.4,0.37,9,0,15,1,125,Y,0,4,1,25,17.98,54.27,24,0,0
9.95563E+12,60440,86,5,590.14,0,118.02,11,0.46,0.08,0.1,0,0,0.1,0,0.12,0,0,0,0,0.07,0.03,0,0,0,590.14,0,23.99,0,23.99,0,0.49,20,460,92,0.17,9,0,24,4,4593,Y,0,5,0,0,26.6,51.11,5,0,0
9.95563E+12,60462,12,17,4031.29,1,237.13,16,0.27,0.02,0.03,0.14,0.15,0.09,0.13,0.05,0.04,0,0,0,0.004865,0,0.06,0,3981.3,49.99,0,1157.9,587.99,2405.17,629.93,0.55,24,355,20.88,0.23,18,6,123,6,2594,Y,1,8,6,75,16.06,9.34,10,0.01,1
9.95563E+12,60477,116,1,131,0,131,11,0.48,0,0,0.22,0,0,0.29,0,0,0,0,0,0,0,0,0,0,131,0,0,0,131,0,0.66,4,514,514,0,3,0,4,1,2594,Y,0,0,0,0,36.89,128.5,5,0,0
9.95563E+12,60402,22,6,313.49,0,52.24,11,0.24,0,0.3,0.09,0,0.2,0,0,0.15,0,0,0,0,0,0,0,88,225.49,0,210.49,155,249.49,64,0.67,18,455,75.83,0.02,7,0,8,5,4629,Y,0,6,2,33.33,22.58,37.91,10,0,0
9.95563E+12,60462,266,3,434.27,0,144.75,16,0.39,0,0.35,0,0,0,0.11,0,0,0,0,0,0.12,0,0,0,249.97,184.3,0,0,0,0,0,0.6,17,307,102.33,0.08,5,0,11,2,2594,N,0,5,0,0,31.45,76.75,15,0,0
